-53.330101013183594,-173.5606689453125,-1.93925740508
-53.33730829400091,-173.57933645613787,-1.93923935636
-53.34451488996319,-173.59800419862177,-1.93918521003
-53.3517201162154,-173.61667240442264,-1.93909496558
-53.35892328790247,-173.63534130519906,-1.93896862221
-53.366123720169384,-173.65401113260947,-1.93880617876
-53.373320728161104,-173.6726821183124,-1.93860763377
-53.38051362702258,-173.69135449396637,-1.93837298546
-53.38770173189877,-173.71002849122988,-1.93810223174
-53.39488435793464,-173.72870434176144,-1.93779537023
-53.402060820275146,-173.74738227721951,-1.93745239826
-53.40923043406524,-173.76606252926263,-1.93707331291
-53.41639251444991,-173.78474532954934,-1.93665811095
-53.42354637657409,-173.80343090973807,-1.93620678896
-53.43069133558274,-173.8221195014874,-1.93571934325
-53.43782670662083,-173.84081133645574,-1.93519576994
-53.444951804833316,-173.8595066463017,-1.93463606494
-53.452065945365156,-173.8782056626837,-1.93404022401
-53.45916844336131,-173.8969086172603,-1.93340824275
-53.46625861396674,-173.91561574168998,-1.93274011661
-53.4733357723264,-173.93432726763126,-1.93203584098
-53.48039923358526,-173.95304342674262,-1.93129541114
-53.487448312888276,-173.9717644506826,-1.93051882234
-53.4944823253804,-173.99049057110966,-1.9297060698
-53.5015005862066,-174.00922201968234,-1.92885714875
-53.50850241051183,-174.02795902805914,-1.92797205447
-53.515487113441054,-174.04670182789854,-1.92705078231
-53.522454010139235,-174.0654506508591,-1.92609332774
-53.52940241575132,-174.08420572859924,-1.92509968636
-53.53633164542229,-174.10296729277752,-1.92406985396
-53.54324101429708,-174.12173557505247,-1.92300382657
-53.550129837520664,-174.14051080708253,-1.92190160047
-53.55699743023799,-174.15929322052628,-1.92076317224
-53.56384310759404,-174.17808304704215,-1.91958853881
-53.57066618473375,-174.19688051828865,-1.91837769752
-53.5774659768021,-174.21568586592437,-1.91713064614
-53.584241798944035,-174.2344993216077,-1.91584738292
-53.590992966304526,-174.25332111699726,-1.91452790666
-53.597718794028516,-174.27215148375146,-1.91317221674
-53.604418597260974,-174.2909906535288,-1.91178031318
-53.61109169114687,-174.3098388579879,-1.9103521967
-53.61773739083115,-174.32869632878715,-1.90888786875
-53.62435501145878,-174.34756329758508,-1.9073873316
-53.63094386817472,-174.36643999604024,-1.90585058838
-53.63750327612392,-174.38532665581107,-1.90427764314
-53.64403255045135,-174.40422350855616,-1.90266850089
-53.65053100630196,-174.42313078593392,-1.90102316772
-53.656997958820725,-174.4420487196029,-1.89934165079
-53.663432723152596,-174.46097754122164,-1.89762395844
-53.669834614442536,-174.47991748244857,-1.89587010027
-53.67620294783549,-174.49886877494225,-1.89408008715
-53.682537154492366,-174.51783160952033,-1.89227607643
-53.68883743697269,-174.53680590544707,-1.89049883147
-53.69510431256816,-174.55579147119224,-1.88874924425
-53.701338299499625,-174.57478811489852,-1.88702731937
-53.70753991598796,-174.59379564470868,-1.88533306063
-53.713709680253984,-174.6128138687654,-1.88366647102
-53.719848110518576,-174.63184259521137,-1.88202755276
-53.72595572500258,-174.65088163218937,-1.88041630739
-53.732033041926854,-174.66993078784205,-1.87883273575
-53.738080579512236,-174.68898987031218,-1.87727683804
-53.7440988559796,-174.7080586877425,-1.87574861386
-53.750088389549795,-174.72713704827567,-1.87424806224
-53.75604969844366,-174.7462247600544,-1.87277518168
-53.76198330088206,-174.76532163122138,-1.87132997017
-53.76788971508586,-174.78442746991942,-1.86991242526
-53.773769459275876,-174.80354208429117,-1.86852254404
-53.779623051673,-174.82266528247936,-1.86716032322
-53.78545101049805,-174.84179687262667,-1.86582575913
-53.79125385397192,-174.86093666287587,-1.86451884777
-53.79703210031542,-174.88008446136968,-1.86323958484
-53.80278626774944,-174.89924007625083,-1.86198796576
-53.808516874494806,-174.91840331566195,-1.8607639857
-53.8142244387724,-174.9375739877458,-1.85956763962
